Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country
2024-12-31 05:00:00+00:00,61.0,61.09999847412109,60.16999816894531,60.31999969482422,14335047.0,uber,UBER,technology,usa
2024-12-31 05:00:00+00:00,10.489999771118164,10.704999923706056,10.385000228881836,10.510000228881836,8106578.0,zoominfo,ZI,technology,usa
2024-12-31 05:00:00+00:00,25.34000015258789,25.450000762939453,25.239999771118164,25.31999969482422,312635.0,philips,PHG,technology,netherlands
2024-12-31 05:00:00+00:00,252.6600036621093,253.27999877929688,249.44000244140625,250.4199981689453,39065518.0,apple,AAPL,technology,usa
2024-12-31 05:00:00+00:00,83.0,83.00499725341797,81.2699966430664,81.61000061035156,1950868.0,zoom video communications,ZM,technology,usa
2024-12-31 05:00:00+00:00,59.2599983215332,59.375,58.76499938964844,59.20000076293945,14083313.0,cisco,CSCO,technology,usa
2024-12-31 05:00:00+00:00,123.11499786376952,123.54959869384766,120.13800048828124,120.79000091552734,30016223.0,amd,AMD,technology,usa
2024-12-31 05:00:00+00:00,25.34000015258789,25.450000762939453,25.239999771118164,25.31999969482422,312600.0,philips,PHG,technology,netherlands
2024-12-31 05:00:00+00:00,191.05499267578125,191.9550018310547,188.509994506836,189.3000030517578,17396853.0,google,GOOGL,technology,usa
2024-12-31 05:00:00+00:00,426.1000061035156,426.7300109863281,420.6600036621094,421.5,13175747.0,microsoft,MSFT,technology,usa
2024-12-31 05:00:00+00:00,446.25,448.4999084472656,442.80999755859375,444.6799926757813,2252297.0,adobe,ADBE,technology,usa
2024-12-31 05:00:00+00:00,138.0500030517578,138.07000732421875,133.83160400390625,134.2899932861328,154466912.0,nvidia,NVDA,technology,usa
2024-12-31 05:00:00+00:00,336.2699890136719,337.1499938964844,332.4100036621094,334.3299865722656,2359082.0,salesforce / slack,CRM,technology,usa
2024-12-31 05:00:00+00:00,59.220001220703125,59.380001068115234,58.77000045776367,59.20000076293945,14172300.0,cisco,CSCO,technology,usa
2024-12-31 05:00:00+00:00,82.5999984741211,83.0999984741211,81.72000122070312,82.3499984741211,192400.0,logitech,LOGI,technology,switzerland
2024-12-31 05:00:00+00:00,83.0,83.00499725341797,81.2699966430664,81.61000061035156,1951300.0,zoom video communications,ZM,technology,usa
2024-12-31 05:00:00+00:00,61.0,61.09999847412109,60.16999816894531,60.31999969482422,14460200.0,uber,UBER,technology,usa
2024-12-31 05:00:00+00:00,82.5999984741211,83.0999984741211,81.72100067138672,82.3499984741211,186424.0,logitech,LOGI,technology,switzerland
2024-12-31 05:00:00+00:00,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39468700.0,apple,AAPL,technology,usa
2024-12-31 05:00:00+00:00,336.2699890136719,337.1499938964844,332.4100036621094,334.3299865722656,3025000.0,salesforce / slack,CRM,technology,usa
2024-12-31 05:00:00+00:00,426.1000061035156,426.7300109863281,420.6600036621094,421.5,13235200.0,microsoft,MSFT,technology,usa
2024-12-31 05:00:00+00:00,191.0800018310547,191.9600067138672,188.509994506836,189.3000030517578,17451600.0,google,GOOGL,technology,usa
2024-12-31 05:00:00+00:00,123.0999984741211,123.5500030517578,120.13999938964844,120.79000091552734,30118400.0,amd,AMD,technology,usa
2024-12-31 05:00:00+00:00,446.3500061035156,448.5,442.80999755859375,444.6799926757813,2282800.0,adobe,ADBE,technology,usa
2024-12-31 05:00:00+00:00,138.02999877929688,138.07000732421875,133.8300018310547,134.2899932861328,155342100.0,nvidia,NVDA,technology,usa
